ID,Marca,Titulo,Categoria,Stock,Advertencia_Stock,Costo,SKU,Cambios,Moneda,Cod_barras,Descripcion,Body,Image_URLs
84568,MICROSOFT,Gamepad Inalámbrico Xbox Series X Bluetooth Cable Usb C,Gaming - Accesorios > PARA PC/XBOX,125,,67.0,1V800016,stock,U$S,00889842791808,XBOX - GAMEPAD INALÁMBRICO XBOX SERIES X - BLUETOOTH. CABLE USB C.,"<p><strong><span style=""font-size: 14pt;"">XBOX - GAMEPAD INAL&Aacute;MBRICO</span></strong><br /><strong><span style=""font-size: 14pt;"">XBOX SERIES X</span></strong><br /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_BT.png"" alt="""" /><br /><span style=""color: #ff6600;"">TECNOLOG&Iacute;A INAL&Aacute;MBRICA: BLUETOOTH.</span><br />Agarre texturizado en los gatillos, los parachoques y la carcasa trasera.<br />Asignaci&oacute;n de botones.<br />Bot&oacute;n de compartir.<br />Plug &amp; Play.<br />Compatibilidad: XBOX SERIES X / XBOX SERIES S / XBOX ONE / WINDOWS (10 / 11) / ANDROID / IOS.<br />Color: NEGRO.<br /><span style=""color: #ff6600;"">INCLUYE: CABLE USB C.</span><br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/84568/1/d/1V800016_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84568/1/d/1V800016_01.jpg, https://www.pcservice.com.uy/contentimg/84568/1/d/1V800016_02.jpg, https://www.pcservice.com.uy/contentimg/84568/1/d/1V800016_03.jpg"""
84572,JBL,"Parlante Inalámbrico Bluetooth Jbl Go 3 Ip67 4,2w",Parlantes > PARLANTES PORTÁTILES,32,,35.5,JBLGO3GY,stock,U$S,00000000000000,"JBL - PARLANTE INALÁMBRICO GO 3 - IP67. BLUETOOTH. 4,2W. LI-PO 2,7Wh.","<p><strong><span style=""font-size: 14pt;"">JBL - PARLANTE INAL&Aacute;MBRICO<br />GO 3</span></strong><br /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_BT.png"" alt="""" /><br /><strong>Sonido JBL Pro original.</strong><br />El sonido JBL Pro ofrece un audio sorprendentemente potente y unos graves impactantes desde el tama&ntilde;o ultracompacto del JBL Go 3.<br /><br /><strong>Estilo llamativo y dise&ntilde;o ultraport&aacute;til.</strong><br />El dise&ntilde;o ultraport&aacute;til del JBL Go 3 combina a la perfecci&oacute;n con los &uacute;ltimos estilos, y sus coloridos tejidos y detalles expresivos hacen que luzca tan bien como suena.<br /><br /><strong>Resistente al polvo y al agua conforme a la norma IP67.</strong><br />Para ir a la piscina. Para ir al parque. El JBL Go 3 es resistente al polvo y al agua conforme a la norma&nbsp;IP67 para que puedas llevar tu altavoz a cualquier parte.<br /><br /><strong>Reproducci&oacute;n inal&aacute;mbrica Bluetooth.</strong><br />Reproduce m&uacute;sica de forma inal&aacute;mbrica desde tu smartphone, tablet, o cualquier dispositivo con Bluetooth.<br /><br /><strong>Hasta 5 horas de tiempo de reproducci&oacute;n.<br /></strong>No te preocupes por la bater&iacute;a, el JBL Go 3 te da hasta 5 horas de tiempo de reproducci&oacute;n con una sola carga.<br /><br /><span style=""color: #ff6600;"">Grado Impermeable: IP67.<br />Conectividad: BLUETOOTH: 5.1.<br />Potencia de Salida: 4,2 W.</span><br />Frecuencia: 110 Hz - 20 kHz.<br />Peso: 209 g APROX.<br />Dimensiones: 86 x 69 x 40 mm APROX.<br />Bater&iacute;a:&nbsp;LI-PO 2,7 Wh.<br />Tiempo de Carga Total: 2,5 h APROX.<br />Tiempo de Reproducci&oacute;n de M&uacute;sica: 5 h APROX.<br />Color: GRIS.<br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_01.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_02.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_03.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_04.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_05.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_06.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_07.jpg, https://www.pcservice.com.uy/contentimg/84572/1/d/JBLGO3GY_08.jpg"""
84583,JBL,"Auriculares Cableados 3,5mm Jbl C50hi 3mw 8,6mm",Auriculares - Microfonos > CABLEADOS,25,,6.0,JBLC50HIBK,stock,U$S,00000000000000,"JBL - AURICULARES CABLEADOS C50HI - 3,5mm. 3mW. 8,6mm.","<p><strong><span style=""font-size: 14pt;"">JBL - AURICULARES CABLEADOS</span></strong><br /><strong><span style=""font-size: 14pt;"">C50HI</span></strong><br /><br /><strong>Gran sonido de graves sobre la marcha.</strong><br />Auriculares intrauditivos ultraligeros y din&aacute;micos que ofrecen la respuesta de graves y la calidad de sonido legendaria que esperas. Sonido superior, con graves que puedes sentir.<br /><br /><strong>Ligero y c&oacute;modo.</strong><br />Los 3 tama&ntilde;os de puntas para los o&iacute;dos que se incluyen te permiten elegir un tama&ntilde;o que te brinde una experiencia auditiva m&aacute;s c&oacute;moda incluso durante per&iacute;odos de escucha m&aacute;s prolongados.<br /><br /><strong>Control remoto universal de un bot&oacute;n con micr&oacute;fono.</strong><br />Responde y administra tus llamadas sin esfuerzo con solo tocar un bot&oacute;n. Funciona con dispositivos ANDROID e IOS.<br /><br /><span style=""color: #ff6600;"">Conectividad: 3,5 mm.<br />Potencia de Entrada: 3 mW.</span><br />Frecuencia: 20 Hz - 20 kHz.<br />Driver: 8,6 mm.<br />Sensibilidad del Driver: 101 &plusmn;3 dB SPL, 1 mW (a 1 kHz / 1 mW).<br />Impedancia:&nbsp;32 ohm.<br />Longitud del Cable: 1,2 m APROX.<br />Peso:&nbsp;148 g.<br />Color: NEGRO.<br /><span style=""color: #ff6600;"">INCLUYE: 3 TAMA&Ntilde;OS DE ALMOHADILLAS.</span><br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/84583/1/d/JBLC50HIBK_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84583/1/d/JBLC50HIBK_01.jpg, https://www.pcservice.com.uy/contentimg/84583/1/d/JBLC50HIBK_02.jpg"""
84584,JBL,"Auriculares Cableados 3,5mm Jbl C50hi 3mw 8,6mm",Auriculares - Microfonos > CABLEADOS,1,,6.0,JBLC50HIBL,stock,U$S,00000000000000,"JBL - AURICULARES CABLEADOS C50HI - 3,5mm. 3mW. 8,6mm.","<p><strong><span style=""font-size: 14pt;"">JBL - AURICULARES CABLEADOS</span></strong><br /><strong><span style=""font-size: 14pt;"">C50HI</span></strong><br /><br /><strong>Gran sonido de graves sobre la marcha.</strong><br />Auriculares intrauditivos ultraligeros y din&aacute;micos que ofrecen la respuesta de graves y la calidad de sonido legendaria que esperas. Sonido superior, con graves que puedes sentir.<br /><br /><strong>Ligero y c&oacute;modo.</strong><br />Los 3 tama&ntilde;os de puntas para los o&iacute;dos que se incluyen te permiten elegir un tama&ntilde;o que te brinde una experiencia auditiva m&aacute;s c&oacute;moda incluso durante per&iacute;odos de escucha m&aacute;s prolongados.<br /><br /><strong>Control remoto universal de un bot&oacute;n con micr&oacute;fono.</strong><br />Responde y administra tus llamadas sin esfuerzo con solo tocar un bot&oacute;n. Funciona con dispositivos ANDROID e IOS.<br /><br /><span style=""color: #ff6600;"">Conectividad: 3,5 mm.<br />Potencia de Entrada: 3 mW.</span><br />Frecuencia: 20 Hz - 20 kHz.<br />Driver: 8,6 mm.<br />Sensibilidad del Driver: 101 &plusmn;3 dB SPL, 1 mW (a 1 kHz / 1 mW).<br />Impedancia:&nbsp;32 ohm.<br />Longitud del Cable: 1,2 m APROX.<br />Peso:&nbsp;148 g.<br />Color: AZUL.<br /><span style=""color: #ff6600;"">INCLUYE: 3 TAMA&Ntilde;OS DE ALMOHADILLAS.</span><br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/84584/1/d/JBLC50HIBL_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84584/1/d/JBLC50HIBL_01.jpg, https://www.pcservice.com.uy/contentimg/84584/1/d/JBLC50HIBL_02.jpg"""
84588,JBL,"Auriculares Cableados 3,5mm Jbl Tune 500 32mm",Auriculares - Microfonos > CABLEADOS,0,STOCK AGOTADO,21.0,JBLT500WBK,stock,U$S,06925281950223,"JBL - AURICULARES CABLEADOS TUNE 500 - 3,5mm. 32mm.","<p><strong><span style=""font-size: 14pt;"">JBL - AURICULARES CABLEADOS</span></strong><br /><strong><span style=""font-size: 14pt;"">TUNE 500</span></strong><br /><br /><strong>Sonido JBL Pure Bass.</strong><br />Cuentan con el famoso sonido JBL Pure Bass, que se puede apreciar en los eventos m&aacute;s famosos del mundo.<br /><br /><strong>Control remoto / micr&oacute;fono de 1 bot&oacute;n.</strong><br />Ahora puedes controlar f&aacute;cilmente tu m&uacute;sica y llamadas, as&iacute; como acceder a Siri / Google Now, con tan solo un toque.<br /><br /><strong>Dise&ntilde;o ligero y plegable.</strong><br />Sus materiales ligeros y su dise&ntilde;o plegable hacen que llevar estos auriculares sea la mar de f&aacute;cil, permiti&eacute;ndote disfrutar de tu m&uacute;sica favorita d&oacute;nde y cu&aacute;ndo quieras.<br /><br /><strong>Cable plano antinudos.</strong><br />El cable plano y resistente evita tener que lidiar con nudos y enredos sobre la marcha.<br /><br /><strong>Pregunta a Siri o a Google Now.</strong><br />Siri / Google Now est&aacute;n a tan solo un toque: activa el assistente de voz pulsando el bot&oacute;n del control remoto.<br /><br /><span style=""color: #ff6600;"">Conectividad: 3,5 mm.</span><br />Frecuencia: 20 Hz - 20 kHz.<br />Drivers: 32 mm.<br />Sensibilidad del Driver: 1 kHz - 24 dB V/Pa (a 1 kHz / 1 mW).<br />Impedancia:&nbsp;32 ohm.<br />Longitud del Cable: 1,2 m APROX.<br />Peso:&nbsp;148 g.<br />Color: NEGRO.<br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/84588/1/d/JBLT500WBK_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84588/1/d/JBLT500WBK_01.jpg, https://www.pcservice.com.uy/contentimg/84588/1/d/JBLT500WBK_02.jpg, https://www.pcservice.com.uy/contentimg/84588/1/d/JBLT500WBK_03.jpg, https://www.pcservice.com.uy/contentimg/84588/1/d/JBLT500WBK_04.jpg, https://www.pcservice.com.uy/contentimg/84588/1/d/JBLT500WBK_05.jpg"""
84648,JBL,"Auriculares Cableados 3,5mm Jbl Tune 110 9mm",Auriculares - Microfonos > CABLEADOS,84,,7.0,JBLT110BLUAM,stock,U$S,00000000000000,"JBL - AURICULARES CABLEADOS TUNE 110 - 3,5mm. 9mm.","<p><strong><span style=""font-size: 14pt;"">JBL - AURICULARES CABLEADOS</span></strong><br /><strong><span style=""font-size: 14pt;"">TUNE 110</span></strong><br /><br /><strong>Sonido JBL Pure Bass.</strong><br />Cuentan con el famoso sonido JBL Pure Bass, que se puede apreciar en los eventos m&aacute;s famosos del mundo.<br /><br /><strong>Control remoto de 1 bot&oacute;n con micr&oacute;fono.</strong><br />Controla la reproducci&oacute;n de m&uacute;sica con un pr&aacute;ctico control remoto con un solo bot&oacute;n. Tienes una llamada entrante? Responde sobre la marcha con el micr&oacute;fono incorporado.<br /><br /><strong>Cable plano antinudos.</strong><br />El cable plano y resistente evita tener que lidiar con nudos y enredos sobre la marcha.<br /><br /><span style=""color: #ff6600;"">Conectividad: 3,5 mm.</span><br />Frecuencia: 20 Hz - 20 kHz.<br />Driver: 9 mm.<br />Sensibilidad del Driver: 96 dB (a 1 kHz / 1 mW).<br />Impedancia:&nbsp;16 ohm.<br />Longitud del Cable: 1,1 m APROX.<br />Peso:&nbsp;12,7 g.<br />Color: AZUL.<br /><span style=""color: #ff6600;"">INCLUYE: 3 TAMA&Ntilde;OS DE ALMOHADILLAS.</span><br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/84648/1/d/JBLT110BLUAM_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84648/1/d/JBLT110BLUAM_01.jpg, https://www.pcservice.com.uy/contentimg/84648/1/d/JBLT110BLUAM_02.jpg, https://www.pcservice.com.uy/contentimg/84648/1/d/JBLT110BLUAM_03.jpg"""
84726,BLACKVIEW,"Blackview A70 6,5'' 4g 3gb 32gb 13mp+5mp",Celulares > BLACKVIEW,0,STOCK AGOTADO,95.0,BLKVIEWA7032GBRD,price,U$S,06931548307044,"BLACKVIEW - SMARTPHONE A70 - 6,5"" MULTITÁCTIL IPS. DUALSIM. 4G. OCTA CORE. ANDROID 11. RAM 3GB / ROM 32GB. 13MP+5MP. WIFI. BLUETOOTH. GPS. FM. LI-ION 5380mAh.","<p><span style=""color: #000000;""><strong><span style=""font-size: 14pt;"">BLACKVIEW - SMARTPHONE</span></strong><br /><strong><span style=""font-size: 14pt;"">A70</span></strong><br /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_IPS.png"" alt="""" /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_DUALSIM.png"" alt="""" /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_4G.png"" alt="""" /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_ANDROID.png"" alt="""" /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_32GB.png"" alt="""" /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_HUELLA.png"" alt="""" /><br /><span style=""color: #ff6600;"">Pantalla: 6,5"" MULTIT&Aacute;CTIL IPS, 720 x 1600 p&iacute;xeles.</span><br />DUALSIM.<br />2G: B2 (1900 MHz), B3 (1800 MHz), B5 (850 MHz). COMPATIBLE CON ANTEL, CLARO Y MOVISTAR.<br />3G: B1 (2100 MHz), B2 (1900 MHz), B5 (850 MHz). COMPATIBLE CON ANTEL, CLARO Y MOVISTAR.<br />4G: B2 (1900 MHz), B4 (1700 MHz / 2100 MHz). COMPATIBLE CON ANTEL, CLARO Y MOVISTAR.<br /><span style=""color: #ff6600;"">Procesador: OCTA CORE 1,6 GHz.<br />Sistema Operativo: ANDROID 11.</span><br />Memoria RAM: 3 GB.<br />Memoria ROM: 32 GB.<br />Lector de Tarjetas: MICRO SD hasta 32 GB.<br />C&aacute;mara Principal Imagen: 13 MP, f/2.2. Flash.<br />C&aacute;mara Principal Video: 1080p a 30 fps.<br />C&aacute;mara Selfie Imagen: 5 MP.<br />Conectividad: WIFI 802,11 b/g/n, BLUETOOTH 4.2.<br />GPS.<br />RADIO FM.<br />Sensores: Aceler&oacute;metro, Huella Dactilar, Luz, Proximidad.<br />Puertos: MICRO USB 2.0 x 1, 3,5 mm x 1.<br />Peso: 205 g APROX.<br />Dimensiones: 165 x 77 x 8 mm APROX.<br />Bater&iacute;a: LI-ION 5380 mAh (NO extra&iacute;ble).<br />Color: ROJO.<br /></span><span style=""color: #000000;""><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de&nbsp;Fabricaci&oacute;n.</span></p>","""https://www.pcservice.com.uy/contentimg/84726/1/d/BLKVIEWA7032GBDSRD_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84726/1/d/BLKVIEWA7032GBRD_01.jpg, https://www.pcservice.com.uy/contentimg/84726/1/d/BLKVIEWA7032GBRD_02.jpg"""
84852,MOTOROLA,Radio 2 Vías Motorola Talkabout T270tp 40km 22 Canales,Telefonia - Handy > RADIO TELEFONIA,0,STOCK AGOTADO,117.0,MOTT270TP,price,U$S,00748091019623,MOTOROLA - RADIO 2 VÍAS TALKABOUT T270TP - 40KM. 22 CANALES,"<p><strong><span style=""font-size: 14pt;"">MOTOROLA - RADIO 2 V&Iacute;AS</span></strong><br /><strong><span style=""font-size: 14pt;"">TALKABOUT<br />T270TP</span></strong><br /><br /><strong>Mant&eacute;ngase en contacto en el camping, de caza, de pesca, en la obra... con este radio de dos v&iacute;as compacto y f&aacute;cil de usar.</strong><br /><br /><span style=""color: #ff6600;"">ALCANCE: HASTA 40 KM.<br />El alcance real puede variar dependiendo del terreno y de las condiciones y a menudo es menor al m&aacute;ximo posible. Su alcance real estar&aacute; limitado por varios factores como, por ejemplo, el terreno, las condiciones clim&aacute;ticas, las obstrucciones y la interferencia electromagn&eacute;tica.</span><br /><br /><span style=""color: #ff6600;"">22 CANALES, CADA UNO CON 121 C&Oacute;DIGOS DE PRIVACIDAD: F&aacute;cil encontrar un canal disponible.<br />COMPATIBLE CON CUALQUIER RADIO: Puede comunicarse con otros radios FRS/GMRS (sin importar la marca) si est&aacute;n en el mismo canal y c&oacute;digo privado.</span><br /><br /><span style=""color: #ff6600;"">COMUNICACI&Oacute;N MANOS LIBRES: Con iVOX/VOX actuando como un altavoz y permitiendo comunicaci&oacute;n manos libres, puede continuar en movimiento sin detenerse para tomar una llamada.</span><br /><br />Banda de frecuencia: FRS 462-467 Mhz en banda UHF.<br />11 canales metereol&oacute;gicos (7 NOAA) con funci&oacute;n de alerta.<br />Emparejamiento simplificado para llamadas de grupo.<br />Busqueda / Monitor.<br />20 tonos de llamada.<br />Tonos de teclado.<br />Tono de confirmaci&oacute;n de conversaci&oacute;n / Roger Beep.<br />Indicador de nivel de bater&iacute;a.<br />Alerta bater&iacute;a baja.<br />Temporizador de tiempo de espera.<br />Silenciador autom&aacute;tico.<br />Bloqueo teclado.<br />Pantalla retroiluminada.<br />Carga USB.<br />Conector de auriculares de 2,5 mm.<br />Peso: 100 g APROX (sin bater&iacute;as).<br />Dimensiones: 165 x 54 x 31 cm APROX.<br />Bater&iacute;a: NiMH recargable o AA alcalinas x 3.<br />Tiempo de Uso: Hasta 14 h (NiMH 800 mAh) / Hasta 34 h (NiMH 1300 mAh) / Hasta 35 h (AA alcalinas x 3).<br />Color: AZUL / NEGRO.<br /><span style=""color: #ff6600;"">INCLUYE: 3&nbsp;RADIOS, 3&nbsp;CLIPS PARA CINTUR&Oacute;N, 3 BATERIAS RECARGABLES NIMH, 1 CARGADOR USB DOBLE, 1 CARGADOR USB SIMPLE, 24 PEGATINAS PARA PERSONALIZACI&Oacute;N, 1 MANUAL.</span><br /><br /><a href=""https://www.start-game.com/files/pcservice/FICHAS/MOTOROLA/MOTOROLA-TALKABOUT_T270_T270TP.pdf"" target=""_blank"" rel=""noopener"">Descargue Ficha del Art&iacute;culo.</a><br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270TP_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270TP_01.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270_02.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270_03.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270_04.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270_05.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270_06.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270_07.jpg, https://www.pcservice.com.uy/contentimg/84852/1/d/MOTT270_08.jpg"""
85087,XIAOMI,Kit Destornillador Eléctrico Xiaomi 24 Puntas,HERRAMIENTAS Y REPUESTOS   > Destornilladores - Pinzas,1,,38.0,BHR5474GL,stock,U$S,00000000000000,XIAOMI - KIT DE DESNORNILLADOR ELÉCTRICO DE PRECISIÓN CON 24 PUNTAS,"<p><span style=""font-size: 14pt;""><strong>XIAOMI - KIT DESTORNILLADOR<br /></strong><strong>24 PUNTAS</strong></span><br /><br /><br /><span class=""a-list-item"">-Push Pop-up, almacenamiento magn&eacute;tico - Dise&ntilde;o cl&aacute;sico galardonado: el destornillador Mi Precision ha ganado cinco premios internacionales de dise&ntilde;o; es decir, los premios iF, Red Dot, Japan Good Design, IDEA y Chicago Good Design. El destornillador el&eacute;ctrico de precisi&oacute;n Xiaomi utiliza el mismo dise&ntilde;o emergente, con un pr&aacute;ctico mecanismo de empuje para liberar.<br /><br />-</span><span class=""a-list-item"">Destornillador el&eacute;ctrico de precisi&oacute;n, eficiencia de precisi&oacute;n mejorada: gracias al potente motor magn&eacute;tico con una velocidad de hasta 200 rpm. y la caja de cambios totalmente met&aacute;lica, el destornillador tiene una concentricidad de broca de destornillador de no m&aacute;s de 0.008&nbsp;in al girar, para una mayor eficiencia de precisi&oacute;n.<br /><br />-</span><span class=""a-list-item"">Dise&ntilde;o compacto con una duraci&oacute;n de bater&iacute;a extralarga, m&aacute;s de 400 tornillos de precisi&oacute;n con una carga completa: el destornillador tiene un di&aacute;metro de eje de solo 0.646&nbsp;in. La bater&iacute;a de litio recargable integrada es potente y duradera y puede procesar m&aacute;s de 400 tornillos de precisi&oacute;n con una carga completa.<br /><br />-</span><span class=""a-list-item"">24 brocas de acero S2 de precisi&oacute;n en 9 tipos principales: las 24 brocas de acero S2 de alta calidad son duraderas y resistentes y tienen una dureza de hasta 60 HRC. Los 24 tipos de broca de atornillado de precisi&oacute;n son ideales para desmontar y montar la mayor&iacute;a de dispositivos electr&oacute;nicos est&aacute;ndar y nuevos electrodom&eacute;sticos peque&ntilde;os.<br /><br />-6 puntas de atornillado de 1.772&nbsp;in de largo com&uacute;nmente utilizadas para aplicaciones complejas de agujeros profundos: 6 brocas de atornillado com&uacute;nmente utilizadas de las 24 son de 1.772&nbsp;in de largo para su uso en una amplia gama de aplicaciones complejas, como agujeros profundos y espacios estrechos.<br /><br /><br /><strong>Especificaciones:</strong><br /></span><br /><strong>M&aacute;xima Torsi&oacute;n en el nivel I</strong><br />0.05Nm<br /><strong>M&aacute;xima Torsi&oacute;n en el nivel II</strong><br />0.2Nm<br /><strong>M&aacute;xima Torsi&oacute;n en el nivel III</strong><br />3Nm<br /><br /><strong>Especificaciones de carga:</strong>&nbsp;5V&#9107;0.14A<br /><strong>Tension nominal:</strong>&nbsp;3.7&#9107;<br /><strong>Bater&iacute;a de Litio:</strong> 350 mAh<br /><strong>Tiempo de carga:</strong> 160-200 min<br /><strong>Dimensiones del producto:</strong> 201,8 x 74,2 x 25,2 mm APROX.<br /><strong>Peso neto del producto:</strong> 353 g<br /><strong>Dimensiones del destornillador:</strong>&nbsp;159 x &phi;16,4 mm<br /><strong>Peso neto del destornillador:</strong> 59 g<br /><strong>Color:</strong> Negro (Black)</p>  <p><br /><br /></p>  <p><span class=""a-list-item""><span style=""font-size: 14pt;""><span style=""font-size: 12pt;"">Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</span></span><br /><br /><br /></span></p>","""https://www.pcservice.com.uy/contentimg/85087/1/d/BHR5474GL_-ICO1.jpg, https://www.pcservice.com.uy/contentimg/85087/1/d/BHR5474GL_-PIC1.jpg, https://www.pcservice.com.uy/contentimg/85087/1/d/BHR5474GL_-POS1.jpg, https://www.pcservice.com.uy/contentimg/85087/1/d/BHR5474GL_-POS2.jpg, https://www.pcservice.com.uy/contentimg/85087/1/d/BHR5474GL_-POS3.jpg, https://www.pcservice.com.uy/contentimg/85087/1/d/BHR5474GL_-POS4.jpg, https://www.pcservice.com.uy/contentimg/85087/1/d/BHR5474GL_-POS5.jpg"""
85402,JBL,"Parlante Inalámbrico Bluetooth Jbl Go 3 Ip67 4,2w",Parlantes > PARLANTES PORTÁTILES,10,,35.5,JBLGO3BK,stock,U$S,06925281975509,"JBL - PARLANTE INALÁMBRICO GO 3 - IP67. BLUETOOTH. 4,2W. LI-PO 2,7Wh.","<p><strong><span style=""font-size: 14pt;"">JBL - PARLANTE INAL&Aacute;MBRICO<br />GO 3</span></strong><br /><img src=""https://www.start-game.com/files/pcservice/ICONS_2016/ICON_BT.png"" alt="""" /><br /><strong>Sonido JBL Pro original.</strong><br />El sonido JBL Pro ofrece un audio sorprendentemente potente y unos graves impactantes desde el tama&ntilde;o ultracompacto del JBL Go 3.<br /><br /><strong>Estilo llamativo y dise&ntilde;o ultraport&aacute;til.</strong><br />El dise&ntilde;o ultraport&aacute;til del JBL Go 3 combina a la perfecci&oacute;n con los &uacute;ltimos estilos, y sus coloridos tejidos y detalles expresivos hacen que luzca tan bien como suena.<br /><br /><strong>Resistente al polvo y al agua conforme a la norma IP67.</strong><br />Para ir a la piscina. Para ir al parque. El JBL Go 3 es resistente al polvo y al agua conforme a la norma&nbsp;IP67 para que puedas llevar tu altavoz a cualquier parte.<br /><br /><strong>Reproducci&oacute;n inal&aacute;mbrica Bluetooth.</strong><br />Reproduce m&uacute;sica de forma inal&aacute;mbrica desde tu smartphone, tablet, o cualquier dispositivo con Bluetooth.<br /><br /><strong>Hasta 5 horas de tiempo de reproducci&oacute;n.<br /></strong>No te preocupes por la bater&iacute;a, el JBL Go 3 te da hasta 5 horas de tiempo de reproducci&oacute;n con una sola carga.<br /><br /><span style=""color: #ff6600;"">Grado Impermeable: IP67.<br />Conectividad: BLUETOOTH: 5.1.<br />Potencia de Salida: 4,2 W.</span><br />Frecuencia: 110 Hz - 20 kHz.<br />Peso: 209 g APROX.<br />Dimensiones: 86 x 69 x 40 mm APROX.<br />Bater&iacute;a:&nbsp;LI-PO 2,7 Wh.<br />Tiempo de Carga Total: 2,5 h APROX.<br />Tiempo de Reproducci&oacute;n de M&uacute;sica: 5 h APROX.<br />Color: NEGRO.<br /><br />Garant&iacute;a: 1 a&ntilde;o.<br />Contra Defecto de Fabricaci&oacute;n.</p>","""https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_01_ICO.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_01.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_02.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_03.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_04.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_05.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_06.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_07.jpg, https://www.pcservice.com.uy/contentimg/85402/1/d/JBLGO3BK_08.jpg"""
